"campaign_name","text","ad_name","ad_set_name","age","gender","result_type","results","reach","impressions","cost_per_result","amount_spent_usd","link_clicks","frequency","starts","ends","audience","restriction18_39","campaign_theme","version","video_theme","agetrin","text_treat"
"Branded","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Hypercube Brand Video (Animated)","General Population (18-39)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2022-01-07,2022-01-17,"General audience",1,"Branded","Video/creatives","Branded (factual)",-1,"6000+ people"
"Cause-led","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Cause-led)","Climate Change (Cause-led)","45-54","unknown",NA,NA,2,2,NA,0.010003967466772,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",-1,"6000+ people"
"Branded","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Hypercube Brand Video (Animated)","General Population (18-39)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2022-01-07,2022-01-17,"General audience",1,"Branded","Video/creatives","Branded (factual)",-1,"Bigger difference"
"Branded","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Hypercube Brand Video (Animated)","General Population (18-39)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2022-01-07,2022-01-17,"General audience",1,"Branded","Video/creatives","Branded (factual)",-1,"100x impact"
"Cause-led","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Climate Change (Cause-led)","Climate Change (Cause-led)","45-54","unknown",NA,NA,1,1,NA,0.050019837333862,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",-1,"Cause list"
"Branded","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Hypercube Brand Video (Animated)","General Population (18-39)","65+","unknown",NA,NA,0,0,NA,0,NA,0,2022-01-07,2022-01-17,"General audience",1,"Branded","Video/creatives","Branded (factual)",-1,"Learn"
"Cause-led","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Climate Change (Cause-led)","Climate Change (Cause-led)","25-34","unknown",NA,NA,1,1,NA,0.04001586986709,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",1,"Cause list"
"Cause-led","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Climate Change (Cause-led)","Climate Change (Cause-led)","35-44","unknown",NA,NA,1,1,NA,0.030011902400317,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",0,"Cause list"
"Cause-led","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Cause-led)","Climate Change (Cause-led)","55-64","unknown",NA,NA,1,1,NA,0.010003967466772,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",-1,"Bigger difference"
"Cause-led","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Cause-led)","Climate Change (Cause-led)","65+","unknown",NA,NA,4,4,NA,0.050019837333862,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",-1,"Bigger difference"
"Branded","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Hypercube Brand Video (Animated)","Lookalikes (18-39)","25-34","unknown",NA,NA,3,5,NA,0.07,NA,1.6666666666667,2022-01-07,2022-01-17,"Lookalikes",1,"Branded","Video/creatives","Branded (factual)",1,"100x impact"
"Cause-led","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Cause-led)","Climate Change (Cause-led)","25-34","unknown",NA,NA,2,2,NA,0.020007934933545,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",1,"Bigger difference"
"Branded","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Hypercube Brand Video (Animated)","Lookalikes (18-39)","35-44","unknown",NA,NA,4,4,NA,0.09,NA,1,2022-01-07,2022-01-17,"Lookalikes",1,"Branded","Video/creatives","Branded (factual)",0,"Only 3% research"
"Branded","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Hypercube Brand Video (Animated)","General Population (18-39)","65+","unknown",NA,NA,0,0,NA,0,NA,0,2022-01-07,2022-01-17,"General audience",1,"Branded","Video/creatives","Branded (factual)",-1,"6000+ people"
"Cause-led","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Cause-led)","Climate Change (Cause-led)","25-34","unknown",NA,NA,1,1,NA,0,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",1,"6000+ people"
"Cause-led","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Cause-led)","Climate Change (Cause-led)","35-44","unknown",NA,NA,1,1,NA,0.010003967466772,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",0,"Bigger difference"
"Branded","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Hypercube Brand Video (Animated)","Animal Welfare (18-39)","35-44","unknown",NA,NA,8,8,NA,0.12,NA,1,2022-01-07,2022-01-17,"Animal",1,"Branded","Video/creatives","Branded (factual)",0,"Bigger difference"
"Branded","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Hypercube Brand Video (Animated)","General Population (18-39)","35-44","unknown",NA,NA,12,12,NA,0.29,NA,1,2022-01-07,2022-01-17,"General audience",1,"Branded","Video/creatives","Branded (factual)",0,"Bigger difference"
"Branded","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Hypercube Brand Video (Animated)","General Population (18-39)","35-44","unknown",NA,NA,8,8,NA,0.08,NA,1,2022-01-07,2022-01-17,"General audience",1,"Branded","Video/creatives","Branded (factual)",0,"Learn"
"Branded","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Hypercube Brand Video (Animated)","Animal Welfare (18-39)","18-24","unknown",NA,NA,4,4,NA,0.03,NA,1,2022-01-07,2022-01-17,"Animal",1,"Branded","Video/creatives","Branded (factual)",1,"6000+ people"
"Branded","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Hypercube Brand Video (Animated)","General Population (18-39)","35-44","unknown",NA,NA,7,7,NA,0.06,NA,1,2022-01-07,2022-01-17,"General audience",1,"Branded","Video/creatives","Branded (factual)",0,"Only 3% research"
"Branded","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Hypercube Brand Video (Animated)","General Population (18-39)","35-44","unknown",NA,NA,5,6,NA,0.06,NA,1.2,2022-01-07,2022-01-17,"General audience",1,"Branded","Video/creatives","Branded (factual)",0,"6000+ people"
"Branded","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Hypercube Brand Video (Animated)","Animal Welfare (18-39)","13-17","unknown",NA,NA,1,1,NA,0.01,NA,1,2022-01-07,2022-01-17,"Animal",1,"Branded","Video/creatives","Branded (factual)",1,"Bigger difference"
"Branded","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Hypercube Brand Video (Animated)","General Population (18-39)","13-17","unknown",NA,NA,5,5,NA,0.07,NA,1,2022-01-07,2022-01-17,"General audience",1,"Branded","Video/creatives","Branded (factual)",1,"100x impact"
"Cause-led","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Cause-led)","Climate Change (Cause-led)","18-24","unknown",NA,NA,2,2,NA,0.010003967466772,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",1,"6000+ people"
"Branded","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Hypercube Brand Video (Animated)","Animal Welfare (18-39)","18-24","unknown",NA,NA,15,15,NA,0.22,NA,1,2022-01-07,2022-01-17,"Animal",1,"Branded","Video/creatives","Branded (factual)",1,"Bigger difference"
"Branded","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Hypercube Brand Video (Animated)","Animal Welfare (18-39)","25-34","unknown",NA,NA,20,20,NA,0.25,NA,1,2022-01-07,2022-01-17,"Animal",1,"Branded","Video/creatives","Branded (factual)",1,"Bigger difference"
"Branded","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Hypercube Brand Video (Animated)","General Population (18-39)","13-17","unknown",NA,NA,2,2,NA,0.03,NA,1,2022-01-07,2022-01-17,"General audience",1,"Branded","Video/creatives","Branded (factual)",1,"Learn"
"Branded","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Hypercube Brand Video (Animated)","General Population (18-39)","13-17","unknown",NA,NA,1,1,NA,0.02,NA,1,2022-01-07,2022-01-17,"General audience",1,"Branded","Video/creatives","Branded (factual)",1,"Bigger difference"
"Branded","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Hypercube Brand Video (Animated)","General Population (18-39)","13-17","unknown",NA,NA,1,1,NA,0.02,NA,1,2022-01-07,2022-01-17,"General audience",1,"Branded","Video/creatives","Branded (factual)",1,"6000+ people"
"Cause-led","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Cause-led)","Climate Change (Cause-led)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",-1,"Learn"
"Cause-led","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Cause-led)","Climate Change (Cause-led)","65+","unknown",NA,NA,1,1,NA,0,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",-1,"6000+ people"
"Cause-led","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Cause-led)","Climate Change (Cause-led)","45-54","unknown",NA,NA,2,2,NA,0.04001586986709,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",-1,"Bigger difference"
"Branded","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Hypercube Brand Video (Animated)","Lookalikes (18-39)","18-24","unknown",NA,NA,4,4,NA,0.08,NA,1,2022-01-07,2022-01-17,"Lookalikes",1,"Branded","Video/creatives","Branded (factual)",1,"Only 3% research"
"PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Cause-led + Factual (Animated)","Climate Change + Lookalikes (18-39)","35-44","unknown",NA,NA,7,7,NA,0.93977973052138,NA,1,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",0,"Bigger difference"
"PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Cause-led + Factual (Animated)","Climate Change (18-39)","35-44","unknown",NA,NA,25,25,NA,0.3,NA,1,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",0,"Learn"
"PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Cause-led + Factual (Animated)","Climate Change (18-39)","25-34","unknown",NA,NA,35,36,NA,0.34,NA,1.0285714285714,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Learn"
"PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Cause-led + Factual (Animated)","Climate Change (18-39)","25-34","unknown",NA,NA,31,32,NA,0.36,NA,1.0322580645161,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Bigger difference"
"PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Cause-led + Factual (Animated)","Climate Change (18-39)","25-34","unknown",NA,NA,28,30,NA,0.18,NA,1.0714285714286,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Only 3% research"
"PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Cause-led + Factual (Animated)","Climate Change (18-39)","35-44","unknown",NA,NA,25,26,NA,0.39,NA,1.04,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",0,"Bigger difference"
"PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Cause-led + Factual (Animated)","Climate Change (18-39)","18-24","unknown",NA,NA,25,26,NA,0.32,1,1.04,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Learn"
"PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Cause-led + Factual (Animated)","Climate Change + Lookalikes (18-39)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",-1,"Bigger difference"
"PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Cause-led + Factual (Animated)","Climate Change (18-39)","35-44","unknown",NA,NA,21,23,NA,0.29,NA,1.0952380952381,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",0,"6000+ people"
"PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Cause-led + Factual (Animated)","Climate Change (18-39)","25-34","unknown",NA,NA,42,45,NA,0.28,NA,1.0714285714286,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"6000+ people"
"PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Cause-led + Factual (Animated)","Climate Change + Lookalikes (18-39)","35-44","unknown",NA,NA,7,7,NA,0.19995313415349,1,1,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",0,"6000+ people"
"PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Cause-led + Factual (Animated)","Climate Change + Lookalikes (18-39)","25-34","unknown",NA,NA,15,18,NA,0.20995079086116,NA,1.2,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"6000+ people"
"PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Cause-led + Factual (Animated)","Climate Change (18-39)","18-24","unknown",NA,NA,18,21,NA,0.18,NA,1.1666666666667,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Bigger difference"
"PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Cause-led + Factual (Animated)","Climate Change (18-39)","18-24","unknown",NA,NA,18,19,NA,0.2,NA,1.0555555555556,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"Only 3% research"
"PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Cause-led + Factual (Animated)","Climate Change (18-39)","18-24","unknown",NA,NA,13,14,NA,0.21,NA,1.0769230769231,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"6000+ people"
"PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Cause-led + Factual (Animated)","Climate Change + Lookalikes (18-39)","18-24","unknown",NA,NA,3,3,NA,0.059985940246046,NA,1,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"6000+ people"
"PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Cause-led + Factual (Animated)","Climate Change (18-39)","13-17","unknown",NA,NA,4,5,NA,0.01,NA,1.25,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"100x impact"
"PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Cause-led + Factual (Animated)","Climate Change (18-39)","35-44","unknown",NA,NA,31,37,NA,0.42,NA,1.1935483870968,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",0,"Only 3% research"
"PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Cause-led + Factual (Animated)","Climate Change (18-39)","35-44","unknown",NA,NA,52,65,NA,0.6,NA,1.25,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",0,"100x impact"
"Branded","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Hypercube Brand Video (Animated)","Lookalikes (18-39)","25-34","unknown",NA,NA,2,3,NA,0.06,NA,1.5,2022-01-07,2022-01-17,"Lookalikes",1,"Branded","Video/creatives","Branded (factual)",1,"Bigger difference"
"Cause-led","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Cause-led)","Climate Change (Cause-led)","35-44","unknown",NA,NA,2,2,NA,0.020007934933545,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",0,"Overwhelming"
"Branded","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Hypercube Brand Video (Animated)","Lookalikes (18-39)","35-44","unknown",NA,NA,2,2,NA,0.02,NA,1,2022-01-07,2022-01-17,"Lookalikes",1,"Branded","Video/creatives","Branded (factual)",0,"6000+ people"
"Branded","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Hypercube Brand Video (Animated)","Lookalikes (18-39)","25-34","unknown",NA,NA,2,2,NA,0,NA,1,2022-01-07,2022-01-17,"Lookalikes",1,"Branded","Video/creatives","Branded (factual)",1,"Only 3% research"
"Branded","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Hypercube Brand Video (Animated)","Lookalikes (18-39)","25-34","unknown",NA,NA,2,2,NA,0.04,NA,1,2022-01-07,2022-01-17,"Lookalikes",1,"Branded","Video/creatives","Branded (factual)",1,"Learn"
"Branded","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Hypercube Brand Video (Animated)","Lookalikes (18-39)","35-44","unknown",NA,NA,1,1,NA,0.01,NA,1,2022-01-07,2022-01-17,"Lookalikes",1,"Branded","Video/creatives","Branded (factual)",0,"Bigger difference"
"Branded","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Hypercube Brand Video (Animated)","Lookalikes (18-39)","35-44","unknown",NA,NA,1,1,NA,0.01,NA,1,2022-01-07,2022-01-17,"Lookalikes",1,"Branded","Video/creatives","Branded (factual)",0,"Learn"
"Cause-led","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Cause-led)","Climate Change (Cause-led)","45-54","unknown",NA,NA,1,1,NA,0.020007934933545,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",-1,"Overwhelming"
"Cause-led","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Cause-led)","Climate Change (Cause-led)","65+","unknown",NA,NA,2,2,NA,0.030011902400317,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",-1,"Overwhelming"
"PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Cause-led + Factual (Animated)","Climate Change (18-39)","18-24","unknown",NA,NA,72,77,NA,0.35,NA,1.0694444444444,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"100x impact"
"Cause-led","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Cause-led)","Climate Change (Cause-led)","55-64","unknown",NA,NA,1,1,NA,0.010003967466772,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",-1,"Overwhelming"
"Cause-led","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Cause-led)","Climate Change (Cause-led)","25-34","unknown",NA,NA,3,3,NA,0.020007934933545,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",1,"Learn"
"Cause-led","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Cause-led)","Climate Change (Cause-led)","35-44","unknown",NA,NA,8,15,NA,0.13005157706804,NA,1.875,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",0,"Learn"
"Cause-led","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Cause-led)","Climate Change (Cause-led)","65+","unknown",NA,NA,7,7,NA,0.14005554453481,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",-1,"Learn"
"Cause-led","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Cause-led)","Climate Change (Cause-led)","18-24","unknown",NA,NA,5,5,NA,0.060023804800635,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",1,"Learn"
"Cause-led","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Cause-led)","Climate Change (Cause-led)","55-64","unknown",NA,NA,3,3,NA,0.08003173973418,NA,1,2021-11-30,2021-12-20,"Climate",0,"Cause-led","V1","Climate",-1,"Learn"
"PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Cause-led + Factual (Animated)","Climate Change (18-39)","25-34","unknown",NA,NA,88,132,NA,1.64,3,1.5,2022-01-07,2022-01-17,"Climate",1,"'Optimized' PPCo","Video/creatives","Cause-led (any)",1,"100x impact"
"Factual V3","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Animal Welfare (Factual V3)","Animal Welfare (Factual V3)","35-44","unknown",NA,NA,24,31,NA,0.28002095808383,NA,1.2916666666667,2021-12-23,2022-01-04,"Animal",1,"Factual","V3 - sometimes Luke","Factual short",0,"6000+ people"
"Cause-led","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Lookalikes (Cause-led)","Lookalikes (Cause-led)","25-34","unknown",NA,NA,6,6,NA,0.11008139556394,NA,1,2021-11-30,2021-12-20,"Lookalikes",0,"Cause-led","V1","Cause-led (any)",1,"Overwhelming"
"Factual V3","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Animal Welfare (Factual V3)","Animal Welfare (Factual V3)","13-17","unknown",NA,NA,0,2,NA,0.020001497005988,NA,0,2021-12-23,2022-01-04,"Animal",1,"Factual","V3 - sometimes Luke","Factual short",1,"Learn"
"Factual V2","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Global Poverty (Factual V2)","Global Poverty (Factual V2)","45-54","unknown",NA,NA,6,6,NA,0.13115704265477,NA,1,2021-12-08,2021-12-20,"Global Poverty",0,"Factual","V2 - factual shortened","Factual short",-1,"6000+ people"
"Factual V2","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Global Poverty (Factual V2)","Global Poverty (Factual V2)","65+","unknown",NA,NA,8,8,NA,0.3329371082775,NA,1,2021-12-08,2021-12-20,"Global Poverty",0,"Factual","V2 - factual shortened","Factual short",-1,"6000+ people"
"Factual V2","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Global Poverty (Factual V2)","Global Poverty (Factual V2)","45-54","unknown",NA,NA,8,8,NA,0.19169106234159,NA,1,2021-12-08,2021-12-20,"Global Poverty",0,"Factual","V2 - factual shortened","Factual short",-1,"Only 3% research"
"Factual V2","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Global Poverty (Factual V2)","Global Poverty (Factual V2)","55-64","unknown",NA,NA,7,7,NA,0.080712026249091,NA,1,2021-12-08,2021-12-20,"Global Poverty",0,"Factual","V2 - factual shortened","Factual short",-1,"100x impact"
"Factual V2","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Global Poverty (Factual V2)","Global Poverty (Factual V2)","55-64","unknown",NA,NA,7,7,NA,0.19169106234159,1,1,2021-12-08,2021-12-20,"Global Poverty",0,"Factual","V2 - factual shortened","Factual short",-1,"6000+ people"
"Factual","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Lookalikes (Factual)","Lookalikes (Factual)","Unknown","unknown",NA,NA,0,0,NA,0,NA,0,2021-11-30,2021-12-08,"Lookalikes",0,"Factual","V1","Factual long",-1,"Only 3% research"
