Campaign name,Ad Set Name,Age,Gender,Video,Reach,Impressions,Frequency,Result type,Results,Cost per result,Amount spent (USD),"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),"Cost per 1,000 people reached",3-second video plays,ThruPlays,Unique link clicks,Included custom audiences,Reporting starts,Reporting ends
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),45-54,female,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,35,44,1.257142857,,,,1.39,31.50293834,,,,1,2.27272727,39.60369391,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),45-54,female,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,9,9,1,,,,0.20,22.28050887,,,,0,0,22.28050887,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),45-54,male,gg_factual_short.mp4,264,290,1.098484848,,,,5.59,19.27419778,1,5.58951736,0.344827586,3,1.03448276,21.17241423,81,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),45-54,female,gg_factual_short.mp4,379,414,1.092348285,,,,10.17,24.55872472,,,,5,1.20772947,26.82668083,108,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),45-54,male,gg_factual_short.mp4,546,643,1.177655678,On-Facebook Leads,1,12.36,12.36,19.22603475,2,6.18117017,0.311041991,6,0.93312597,22.64164899,191,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),45-54,female,gg_factual_short.mp4,447,539,1.205816555,On-Facebook Leads,2,6.31,12.61,23.40073483,3,4.20433202,0.556586271,14,2.5974026,28.21699345,147,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),45-54,unknown,gg_factual_short.mp4,88,98,1.113636364,On-Facebook Leads,2,0.98,1.96,19.95014952,3,0.65170488,3.06122449,6,6.12244898,22.21721197,36,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),45-54,male,gg_factual_short.mp4,80,97,1.2125,,,,1.88,19.43227887,,,,1,1.03092784,23.56163813,18,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),45-54,female,gg_factual_short.mp4,1362,1437,1.055066079,On-Facebook Leads,9,4.54,40.87,28.44091111,19,2.15103101,1.322199026,56,3.89700765,30.00704058,452,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),45-54,female,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,21,25,1.19047619,,,,1.50,60.15737395,,,,1,4,71.61592137,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Retargeting (Factual V2),45-54,female,gg_factual_short.mp4,1,1,1,,,,0.01,10,,,,0,0,10,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Retargeting (Factual V2),45-54,male,gg_factual_short.mp4,1,1,1,,,,0.00,0,,,,0,0,0,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),45-54,unknown,gg_factual_short.mp4,14,15,1.071428571,,,,0.18,12.03147479,,,,0,0,12.89086585,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),45-54,female,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,8,8,1,,,,0.32,40.10491597,,,,0,0,40.10491597,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),45-54,unknown,gg_factual_short.mp4,12,61,5.083333333,,,,1.27,20.85518257,,,,0,0,106.0138447,23,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),45-54,unknown,Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_2 (1).mp4,1,1,1,,,,0.01,10.00396747,,,,0,0,10.00396747,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),45-54,unknown,ggwc_emotional_set_2 (1).mp4,5,5,1,,,,0.11,22.00872843,,,,0,0,22.00872843,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),45-54,male,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,5,6,1.2,,,,0.07,11.69726716,,,,1,16.66666667,14.03672059,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),45-54,male,ggwc_emotional_set_2 (1).mp4,5,7,1.4,,,,0.09,12.86224389,,,,0,0,18.00714144,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),45-54,male,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,2,2,1,,,,0.02,10.02622899,,,,0,0,10.02622899,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),45-54,female,ggwc_emotional_set_2 (1).mp4,11,13,1.181818182,,,,0.11,8.46489555,,,,0,0,10.00396747,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),45-54,male,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,1,1,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),45-54,male,Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_2 (1).mp4,11,17,1.545454545,,,,0.20,11.76937349,,,,0,0,18.18903176,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Global Poverty (Emotional),45-54,unknown,ggwc_emotional_set_3 (1).mp4,1,1,1,,,,0.01,9.9965039,,,,0,0,9.9965039,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Global Poverty (Emotional),45-54,unknown,Auto_Cropped_AR_4_X_5_DCO_Free Effective Giving Guide 2021,1,1,1,,,,0.04,39.98601562,,,,0,0,39.98601562,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),45-54,female,Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_2 (1).mp4,19,35,1.842105263,,,,1.63,46.58990563,,,,1,2.85714286,85.82351037,7,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),45-54,female,ggwc_emotional_set_2 (1).mp4,108,141,1.305555556,,,,2.70,19.15653345,,,,0,0,25.00991867,26,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Climate Change (Factual V2),45-54,female,gg_factual_short.mp4,2404,2911,1.210898502,On-Facebook Leads,7,10.88,76.15,26.15912373,20,3.80746046,0.687049124,47,1.61456544,31.67604376,1012,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),45-54,male,gg_factual_short.mp4,53,56,1.056603774,On-Facebook Leads,1,0.90,0.90,16.09884031,1,0.90153506,1.785714286,5,8.92857143,17.01009542,12,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),45-54,male,gg_factual_short.mp4,31,42,1.35483871,,,,0.99,23.489611,,,,1,2.38095238,31.82463426,9,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),45-54,male,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,1,1,1,,,,0.01,10.01705619,,,,0,0,10.01705619,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),45-54,female,ggwc_factual_final1 (1).mp4,54,87,1.611111111,On-Facebook Leads,1,3.53,3.53,40.5690854,2,1.76475521,2.298850575,6,6.89655172,65.36130425,26,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),45-54,unknown,gg_factual_short.mp4,98,98,1,,,,2.21,22.5993342,,,,1,1.02040816,22.5993342,30,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),45-54,female,gg_factual_short.mp4,75,79,1.053333333,,,,2.51,31.76774546,1,2.50965189,1.265822785,2,2.53164557,33.46202522,16,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),45-54,male,ggwc_factual_final1 (1).mp4,19,36,1.894736842,,,,0.66,18.33079071,,,,0,0,34.7320245,5,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),45-54,unknown,ggwc_factual_final1 (1).mp4,14,36,2.571428571,,,,1.45,40.27219171,,,,1,2.77777778,103.5570644,5,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),45-54,male,gg_factual_short.mp4,286,350,1.223776224,,,,7.61,21.74466847,,,,2,0.57142857,26.61060827,102,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),45-54,female,gg_factual_short.mp4,359,460,1.281337047,On-Facebook Leads,1,17.86,17.86,38.82351234,2,8.92940784,0.434782609,9,1.95652174,49.74600467,132,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),45-54,male,gg_factual_short.mp4,23,25,1.086956522,,,,0.39,15.59783646,,,,0,0,16.95417006,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),45-54,female,gg_factual_short.mp4,2101,2421,1.152308425,On-Facebook Leads,6,13.10,78.57,32.45466699,19,4.13540783,0.78479967,54,2.23048327,37.39778619,804,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),45-54,unknown,gg_factual_short.mp4,1,1,1,,,,0.02,19.99722623,,,,0,0,19.99722623,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),45-54,unknown,ggwc_factual_final1 (1).mp4,1,1,1,,,,0.02,19.99722623,,,,0,0,19.99722623,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),45-54,unknown,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,1,1,1,,,,0.04,40.06822477,,,,0,0,40.06822477,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),45-54,male,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,1,1,1,,,,0.09,90.15350574,,,,0,0,90.15350574,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),45-54,male,ggwc_factual_final1 (1).mp4,7,8,1.142857143,,,,0.23,28.74442181,,,,0,0,32.85076778,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),45-54,female,ggwc_emotional_set_1 (1).mp4,5045,6644,1.316947473,On-Facebook Leads,20,12.59,251.72,37.88680922,58,4.33999932,0.872968092,149,2.24262492,49.89493766,2016,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),45-54,female,ggwc_factual_final1 (1).mp4,742,802,1.080862534,On-Facebook Leads,1,25.23,25.23,31.45274909,2,12.61255239,0.249376559,7,0.87281796,33.99609808,187,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),45-54,male,ggwc_factual_final1 (1).mp4,324,366,1.12962963,On-Facebook Leads,1,20.35,20.35,55.59030495,1,20.34605161,0.273224044,2,0.54644809,62.79645559,78,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),45-54,female,gg_factual_short.mp4,64,69,1.078125,,,,2.26,32.7472682,1,2.25956151,1.449275362,2,2.89855072,35.30564853,16,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),45-54,female,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,3,3,1,,,,0.10,33.39018731,1,0.10017056,33.33333333,1,33.33333333,33.39018731,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),45-54,male,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,3,3,1,,,,0.09,30.05116858,,,,0,0,30.05116858,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),45-54,male,gg_factual_short.mp4,28,28,1,,,,0.85,30.35125284,,,,0,0,30.35125284,5,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),45-54,female,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,8,8,1,,,,0.15,18.78198036,,,,0,0,18.78198036,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),45-54,female,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,6,9,1.5,,,,0.26,28.93816234,,,,0,0,43.4072435,3,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),45-54,female,ggwc_factual_final1 (1).mp4,12,17,1.416666667,,,,0.63,37.05163323,,,,0,0,52.48981374,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Animal Welfare (Factual),45-54,unknown,ggwc_factual_final1 (1).mp4,8,14,1.75,,,,0.41,29.28003215,,,,0,0,51.24005627,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),45-54,unknown,gg_factual_short.mp4,20,25,1.25,,,,0.41,16.42797216,1,0.4106993,4,1,4,20.5349652,6,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),45-54,male,ggwc_emotional_set_1 (1).mp4,651,838,1.287250384,,,,24.48,29.21726964,1,24.48407196,0.119331742,4,0.47732697,37.60994156,212,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Animal Welfare (Emotional),45-54,female,ggwc_emotional_set_1 (1).mp4,5083,6783,1.334448161,On-Facebook Leads,28,8.38,234.58,34.5836968,70,3.35116022,1.031991744,179,2.63895032,46.15015057,2209,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),45-54,female,Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_1 (1).mp4,570,757,1.328070175,,,,27.13,35.83262715,,,,13,1.71730515,47.58824343,154,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Global Poverty (Emotional),45-54,male,ggwc_emotional_set_3 (1).mp4,208,260,1.25,,,,7.05,27.10590482,,,,2,0.76923077,33.88238102,77,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Lookalikes (Emotional),45-54,female,ggwc_emotional_set_2 (1).mp4,25,32,1.28,,,,0.85,26.58215518,1,0.85062897,3.125,1,3.125,34.02515863,7,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Lookalikes (Emotional),45-54,unknown,ggwc_emotional_set_3 (1).mp4,26,29,1.115384615,,,,0.60,20.70496468,,,,0,0,23.09399907,4,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),45-54,male,gg_factual_short.mp4,9,10,1.111111111,,,,0.20,20,,,,0,0,22.22222222,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Lookalikes (Emotional),45-54,unknown,ggwc_emotional_set_1 (1).mp4,23,26,1.130434783,,,,0.66,25.40339898,,,,0,0,28.7168858,10,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),45-54,male,ggwc_factual_final1 (1).mp4,9,12,1.333333333,,,,0.13,10.83333333,,,,0,0,14.44444444,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),45-54,unknown,ggwc_factual_final1 (1).mp4,12,13,1.083333333,,,,1.29,99.23076923,,,,0,0,107.5,2,,,,2021-11-01,2022-01-20
