"Campaign name",Text,"Ad name","Ad Set Name",Age,Gender,"Campaign name","Attribution setting","Result type",Results,Reach,Impressions,"Cost per result","Amount spent (USD)","Link clicks",Frequency,"Start Pledge (New)",Starts,Ends,"Reporting starts","Reporting ends"
"Giving Guide 2021 - Emotional","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Global Poverty (Emotional)","Global Poverty (Emotional)",45-54,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,27,29,,0.88968884745368,,1.0740740740741,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Global Poverty (Emotional)","Global Poverty (Emotional)",25-34,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,72,73,,0.94966787087752,1,1.0138888888889,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Global Poverty (Emotional)","Global Poverty (Emotional)",35-44,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,53,55,,1.7393916792915,,1.0377358490566,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Global Poverty (Emotional)","Global Poverty (Emotional)",18-24,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,65,65,,0.82970982402983,,1,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",35-44,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,52,80,,1.3954801393476,,1.5384615384615,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",45-54,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view","On-Facebook Leads",1,86,94,3.7647845485996,3.7647845485996,1,1.093023255814,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",55-64,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,94,99,,2.9013939587874,,1.0531914893617,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",25-34,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,99,102,,1.3754012884217,,1.030303030303,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",65+,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,72,74,,2.7407631513805,,1.0277777777778,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Global Poverty (Emotional)","Global Poverty (Emotional)",25-34,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,84,85,,1.2695559958047,1,1.0119047619048,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Global Poverty (Emotional)","Global Poverty (Emotional)",35-44,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,59,60,,1.4095070504603,,1.0169491525424,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",35-44,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,78,93,,2.4596592384184,,1.1923076923077,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Global Poverty (Emotional)","Global Poverty (Emotional)",65+,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,12,13,,0.2699056054073,,1.0833333333333,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Climate Change (Factual V2)","Climate Change (Factual V2)",45-54,male,"Giving Guide 2021 – Factual V2","7-day click or 1-day view",,,90,92,,1.3535409138496,,1.0222222222222,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Emotional + Factual (Animated)","Climate Change + Lookalikes (18-39)",25-34,male,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,101,102,,1.4196672524897,,1.009900990099,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Emotional + Factual (Animated)","Climate Change + Lookalikes (18-39)",18-24,male,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,39,40,,1.0097633274751,1,1.025641025641,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Emotional + Factual (Animated)","Climate Change + Lookalikes (18-39)",25-34,male,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view","On-Facebook Leads",1,264,280,3.6591423550088,3.6591423550088,1,1.0606060606061,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Emotional + Factual (Animated)","Climate Change + Lookalikes (18-39)",35-44,male,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,102,110,,1.6096227299356,,1.078431372549,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Emotional + Factual (Animated)","Climate Change + Lookalikes (18-39)",18-24,male,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,117,131,,1.3596813122437,,1.1196581196581,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Emotional + Factual (Animated)","Climate Change + Lookalikes (18-39)",25-34,male,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,106,110,,1.8595641476274,,1.0377358490566,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Emotional + Factual (Animated)","Climate Change + Lookalikes (18-39)",35-44,male,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,52,54,,0.56986643233743,,1.0384615384615,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Emotional + Factual (Animated)","Climate Change + Lookalikes (18-39)",18-24,male,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,37,40,,0.57986408904511,,1.0810810810811,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Global Poverty (Emotional)","Global Poverty (Emotional)",35-44,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,43,43,,0.76973080060599,,1,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Global Poverty (Emotional)","Global Poverty (Emotional)",45-54,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,40,40,,1.9693112690829,,1,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Global Poverty (Emotional)","Global Poverty (Emotional)",45-54,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,22,23,,0.36987064444703,,1.0454545454545,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Global Poverty (Emotional)","Global Poverty (Emotional)",55-64,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,31,31,,0.57979722643049,,1,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Global Poverty (Emotional)","Global Poverty (Emotional)",18-24,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,41,41,,0.48982869129472,,1,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Global Poverty (Emotional)","Global Poverty (Emotional)",25-34,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,82,83,,1.159594452861,,1.0121951219512,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Global Poverty (Emotional)","Global Poverty (Emotional)",55-64,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,21,22,,0.58979373033446,,1.047619047619,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Global Poverty (Emotional)","Global Poverty (Emotional)",65+,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,20,20,,0.47983218739075,,1,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Global Poverty (Emotional)","Global Poverty (Emotional)",25-34,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,72,74,,0.94966787087752,,1.0277777777778,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Global Poverty (Emotional)","Global Poverty (Emotional)",35-44,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,47,48,,0.95966437478149,,1.0212765957447,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Global Poverty (Emotional)","Global Poverty (Emotional)",18-24,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view","On-Facebook Leads",1,55,56,0.6497727537583,0.6497727537583,1,1.0181818181818,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",18-24,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,84,118,,1.776978306939,,1.4047619047619,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",65+,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,64,74,,2.7708814277693,,1.15625,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Factual)","Climate Change (Factual)",18-24,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,94,96,,1.3698099966715,,1.0212765957447,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Climate Change (Factual)","Climate Change (Factual)",35-44,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,56,58,,1.3498127704427,,1.0357142857143,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Factual)","Climate Change (Factual)",45-54,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,67,70,,1.7997503605903,1,1.044776119403,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Factual)","Climate Change (Factual)",25-34,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,85,91,,1.3098183179851,1,1.0705882352941,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Factual)","Climate Change (Factual)",18-24,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,84,88,,1.7597559081327,,1.047619047619,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual)","Climate Change (Factual)",35-44,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,60,65,,1.0698516032398,,1.0833333333333,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual)","Climate Change (Factual)",65+,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,46,50,,2.4696574392544,,1.0869565217391,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual)","Climate Change (Factual)",18-24,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,76,77,,1.7297600687895,,1.0131578947368,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual)","Climate Change (Factual)",25-34,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,77,83,,0.94986824586708,1,1.0779220779221,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual)","Climate Change (Factual)",55-64,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,49,52,,1.7797531343615,1,1.0612244897959,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Climate Change (Factual)","Climate Change (Factual)",45-54,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,65,66,,1.5897794851881,,1.0153846153846,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Climate Change (Factual)","Climate Change (Factual)",45-54,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,68,75,,1.7297600687895,,1.1029411764706,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Factual)","Climate Change (Factual)",35-44,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,64,65,,1.049854377011,,1.015625,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Climate Change (Factual)","Climate Change (Factual)",25-34,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,103,108,,1.6097767114168,,1.0485436893204,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Climate Change (Factual)","Climate Change (Factual)",65+,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,93,100,,3.509513203151,,1.0752688172043,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Climate Change (Factual)","Climate Change (Factual)",18-24,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,77,79,,1.1198446688117,,1.025974025974,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Climate Change (Factual)","Climate Change (Factual)",55-64,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,74,84,,2.1597004327083,1,1.1351351351351,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Factual)","Climate Change (Factual)",45-54,male,"Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",1,67,71,3.5395090424942,3.5395090424942,1,1.0597014925373,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Factual)","Climate Change (Factual)",65+,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,73,76,,7.2989875735049,1,1.041095890411,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Factual)","Climate Change (Factual)",35-44,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,80,83,,4.8593259735937,,1.0375,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Factual)","Climate Change (Factual)",55-64,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,83,99,,3.2695464884056,,1.1927710843373,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Climate Change (Factual)","Climate Change (Factual)",25-34,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,86,95,,2.1696990458227,,1.1046511627907,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Factual)","Climate Change (Factual)",55-64,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,51,58,,0.90987379340952,,1.1372549019608,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Factual)","Climate Change (Factual)",65+,male,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,54,56,,2.5196505048264,,1.037037037037,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",55-64,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,82,108,,4.7084905421152,2,1.3170731707317,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",45-54,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view","On-Facebook Leads",1,346,424,12.991016549034,12.991016549034,2,1.2254335260116,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",45-54,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view","On-Facebook Leads",2,103,109,1.5259926703657,3.0519853407314,2,1.0582524271845,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",25-34,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,123,124,,2.1383976236046,,1.0081300813008,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",18-24,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,107,126,,1.776978306939,,1.1775700934579,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",13-17,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,4,4,,0.040157701851729,,1,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",65+,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view","On-Facebook Leads",2,318,339,7.9411855411794,15.882371082359,4,1.0660377358491,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Animal Welfare (Emotional)","Animal Welfare (Emotional)",55-64,male,"Giving Guide 2021 - Emotional","7-day click or 1-day view","On-Facebook Leads",4,386,449,4.5051921764908,18.020768705963,4,1.1632124352332,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
