"Campaign name",Text,"Ad name","Ad Set Name",Age,Gender,"Campaign name","Attribution setting","Result type",Results,Reach,Impressions,"Cost per result","Amount spent (USD)","Link clicks",Frequency,"Start Pledge (New)",Starts,Ends,"Reporting starts","Reporting ends"
"Giving Guide 2021 – Factual V2","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Factual V2)","Climate Change (Factual V2)",35-44,unknown,"Giving Guide 2021 – Factual V2","7-day click or 1-day view",,,14,16,,0.18047212184661,,1.1428571428571,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Factual V2)","Climate Change (Factual V2)",55-64,unknown,"Giving Guide 2021 – Factual V2","7-day click or 1-day view",,,23,31,,0.63165242646314,,1.3478260869565,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Factual V2)","Climate Change (Factual V2)",45-54,unknown,"Giving Guide 2021 – Factual V2","7-day click or 1-day view",,,18,19,,0.47123276259948,,1.0555555555556,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Climate Change (Factual V2)","Climate Change (Factual V2)",65+,unknown,"Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",1,31,34,1.3435146848581,1.3435146848581,1,1.0967741935484,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Emotional + Factual (Animated)","Philanthropy (18-39)",25-34,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,52,66,,0.9,,1.2692307692308,,2022-01-07,2022-01-18,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Emotional + Factual (Animated)","Philanthropy (18-39)",18-24,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,56,65,,0.5,1,1.1607142857143,,2022-01-07,2022-01-18,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Emotional + Factual (Animated)","Philanthropy (18-39)",18-24,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view","On-Facebook Leads",1,40,50,0.58,0.58,1,1.25,,2022-01-07,2022-01-18,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Emotional + Factual (Animated)","Philanthropy (18-39)",25-34,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,39,39,,0.52,,1,,2022-01-07,2022-01-18,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Emotional + Factual (Animated)","Philanthropy (18-39)",35-44,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,34,43,,0.58,1,1.2647058823529,,2022-01-07,2022-01-18,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Emotional + Factual (Animated)","Philanthropy (18-39)",18-24,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,39,40,,0.32,,1.025641025641,,2022-01-07,2022-01-18,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Emotional + Factual (Animated)","Philanthropy (18-39)",35-44,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,39,39,,0.43,,1,,2022-01-07,2022-01-18,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Factual V2)","Climate Change (Factual V2)",18-24,unknown,"Giving Guide 2021 – Factual V2","7-day click or 1-day view",,,4,4,,0.090236060923306,,1,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Factual V2)","Climate Change (Factual V2)",45-54,unknown,"Giving Guide 2021 – Factual V2","7-day click or 1-day view",,,12,12,,0.21055080882105,,1,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Factual V2)","Climate Change (Factual V2)",35-44,unknown,"Giving Guide 2021 – Factual V2","7-day click or 1-day view",,,10,10,,0.15039343487218,,1,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Climate Change (Factual V2)","Climate Change (Factual V2)",25-34,unknown,"Giving Guide 2021 – Factual V2","7-day click or 1-day view",,,4,4,,0.050131144957392,,1,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Emotional + Factual (Animated)","Philanthropy (18-39)",Unknown,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,0,0,,0,,0,,2022-01-07,2022-01-18,2021-11-15,2022-01-31
"Giving Guide 2021 - Emotional","It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Lookalikes (Emotional)","Lookalikes (Emotional)",65+,unknown,"Giving Guide 2021 - Emotional","7-day click or 1-day view",,,5,5,,0.14010359435411,,1,,2021-11-30,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Global Poverty (Factual)","Global Poverty (Factual)",55-64,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,2,2,,0.04,,1,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Global Poverty (Factual)","Global Poverty (Factual)",18-24,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,2,2,,0.03,,1,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Emotional + Factual (Animated)","Lookalikes (18-39)",25-34,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,7,7,,0.31,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Emotional + Factual (Animated)","Lookalikes (18-39)",25-34,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,7,7,,0.15,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Emotional + Factual (Animated)","Lookalikes (18-39)",35-44,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,6,6,,0.13,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Emotional + Factual (Animated)","Lookalikes (18-39)",18-24,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,5,5,,0.06,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Global Poverty (Factual)","Global Poverty (Factual)",35-44,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,3,3,,0.09,,1,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Global Poverty (Factual)","Global Poverty (Factual)",45-54,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,3,3,,1.02,,1,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Global Poverty (Factual)","Global Poverty (Factual)",25-34,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,3,5,,0.05,,1.6666666666667,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Emotional + Factual (Animated)","Lookalikes (18-39)",35-44,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,8,8,,0.11,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Global Poverty (Factual)","Global Poverty (Factual)",65+,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,3,3,,0.02,,1,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Emotional + Factual (Animated)","Lookalikes (18-39)",35-44,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,2,2,,0.05,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Emotional + Factual (Animated)","Lookalikes (18-39)",Unknown,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,0,0,,0,,0,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Emotional + Factual (Animated)","Philanthropy + Lookalikes (18-39)",18-24,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,1,1,,0.08,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Emotional + Factual (Animated)","Philanthropy + Lookalikes (18-39)",35-44,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,3,3,,0.1,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Emotional + Factual (Animated)","Philanthropy + Lookalikes (18-39)",25-34,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,5,6,,0.05,,1.2,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Emotional + Factual (Animated)","Philanthropy + Lookalikes (18-39)",35-44,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,6,6,,0.03,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Emotional + Factual (Animated)","Lookalikes (18-39)",18-24,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,8,8,,0.1,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Emotional + Factual (Animated)","Lookalikes (18-39)",35-44,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,8,8,,0.12,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Global Poverty (Factual)","Global Poverty (Factual)",65+,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,1,1,,0.01,,1,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Global Poverty (Factual)","Global Poverty (Factual)",45-54,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,3,3,,0.15,,1,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Global Poverty (Factual)","Global Poverty (Factual)",45-54,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,1,1,,0.04,,1,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Global Poverty (Factual)","Global Poverty (Factual)",35-44,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,2,2,,0.15,,1,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Global Poverty (Factual)","Global Poverty (Factual)",25-34,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,2,3,,0.03,,1.5,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Emotional + Factual (Animated)","Lookalikes (18-39)",25-34,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,18,18,,0.17,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Emotional + Factual (Animated)","Lookalikes (18-39)",25-34,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,12,16,,0.38,,1.3333333333333,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Global Poverty (Factual)","Global Poverty (Factual)",55-64,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,1,1,,0.15,,1,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Global Poverty (Factual)","Global Poverty (Factual)",35-44,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,1,1,,0.09,,1,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Emotional + Factual (Animated)","Lookalikes (18-39)",18-24,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,8,9,,0.18,,1.125,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Global Poverty (Factual)","Global Poverty (Factual)",65+,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,1,1,,0.05,,1,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Global Poverty (Factual)","Global Poverty (Factual)",25-34,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,4,7,,0.18,,1.75,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Emotional + Factual (Animated)","Lookalikes (18-39)",25-34,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,10,11,,0.33,,1.1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Global Poverty (Factual)","Global Poverty (Factual)",18-24,unknown,"Giving Guide 2021 – Factual","7-day click or 1-day view",,,2,2,,0,,1,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Emotional + Factual (Animated)","Lookalikes (18-39)",18-24,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,10,11,,0.08,,1.1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Emotional + Factual (Animated)","Lookalikes (18-39)",35-44,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,9,10,,0.16,,1.1111111111111,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Emotional + Factual (Animated)","Lookalikes (18-39)",18-24,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,9,9,,0.11,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Hypercube Brand Video (Animated)","Climate Change (18-39)",18-24,unknown,"Giving Guide 2021 – Hypercube Brand Video","7-day click or 1-day view",,,14,14,,0.23,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Hypercube Brand Video (Animated)","Climate Change (18-39)",25-34,unknown,"Giving Guide 2021 – Hypercube Brand Video","7-day click or 1-day view",,,18,20,,0.52,,1.1111111111111,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Animal Welfare (Factual V3)","Animal Welfare (Factual V3)",35-44,unknown,"Giving Guide 2021 – Factual V3","7-day click or 1-day view",,,34,49,,0.46003443113772,,1.4411764705882,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Hypercube Brand Video (Animated)","Philanthropy (18-39)",18-24,unknown,"Giving Guide 2021 – Hypercube Brand Video","7-day click or 1-day view",,,9,11,,0.15,,1.2222222222222,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Emotional + Factual (Animated)","Global Poverty (18-39)",18-24,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,4,4,,0.01,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Emotional + Factual (Animated)","Global Poverty (18-39)",25-34,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,4,4,,0.03,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Emotional + Factual (Animated)","Global Poverty (18-39)",18-24,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,6,6,,0.16,1,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Emotional + Factual (Animated)","Global Poverty (18-39)",35-44,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,6,7,,0.03,,1.1666666666667,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Hypercube Brand Video (Animated)","Philanthropy (18-39)",35-44,unknown,"Giving Guide 2021 – Hypercube Brand Video","7-day click or 1-day view",,,13,14,,0.1,,1.0769230769231,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Hypercube Brand Video (Animated)","Philanthropy (18-39)",35-44,unknown,"Giving Guide 2021 – Hypercube Brand Video","7-day click or 1-day view",,,14,14,,0.24,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Hypercube Brand Video (Animated)","Philanthropy (18-39)",18-24,unknown,"Giving Guide 2021 – Hypercube Brand Video","7-day click or 1-day view",,,9,9,,0.77,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Emotional + Factual (Animated)","Global Poverty (18-39)",35-44,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,3,3,,0.01,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Hypercube Brand Video (Animated)","Philanthropy (18-39)",18-24,unknown,"Giving Guide 2021 – Hypercube Brand Video","7-day click or 1-day view",,,9,9,,0.5,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Hypercube Brand Video (Animated)","Philanthropy (18-39)",13-17,unknown,"Giving Guide 2021 – Hypercube Brand Video","7-day click or 1-day view",,,1,1,,0,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Hypercube Brand Video (Animated)","Philanthropy (18-39)",65+,unknown,"Giving Guide 2021 – Hypercube Brand Video","7-day click or 1-day view",,,0,0,,0,,0,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Hypercube Brand Video (Animated)","Philanthropy (18-39)",Unknown,unknown,"Giving Guide 2021 – Hypercube Brand Video","7-day click or 1-day view",,,0,0,,0,,0,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Hypercube Brand Video (Animated)","Philanthropy (18-39)",Unknown,unknown,"Giving Guide 2021 – Hypercube Brand Video","7-day click or 1-day view",,,0,0,,0,,0,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Emotional + Factual (Animated)","Animal Welfare (18-39)",25-34,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,52,59,,0.91985356536503,,1.1346153846154,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Hypercube Brand Video (Animated)","Philanthropy (18-39)",25-34,unknown,"Giving Guide 2021 – Hypercube Brand Video","7-day click or 1-day view",,,15,16,,0.17,,1.0666666666667,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Emotional + Factual (Animated)","Global Poverty (18-39)",25-34,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,3,3,,0.03,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – PPCo Creatives","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Emotional + Factual (Animated)","Animal Welfare (18-39)",35-44,unknown,"Giving Guide 2021 – PPCo Creatives","7-day click or 1-day view",,,24,29,,0.29995224957555,,1.2083333333333,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Hypercube Brand Video (Animated)","Philanthropy (18-39)",25-34,unknown,"Giving Guide 2021 – Hypercube Brand Video","7-day click or 1-day view",,,22,23,,0.22,,1.0454545454545,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
"Giving Guide 2021 – Hypercube Brand Video","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Hypercube Brand Video (Animated)","Philanthropy (18-39)",25-34,unknown,"Giving Guide 2021 – Hypercube Brand Video","7-day click or 1-day view",,,26,26,,0.34,,1,,2022-01-07,2022-01-17,2021-11-15,2022-01-31
