"Campaign name","Ad name",Text,"Campaign name","Attribution setting","Result type",Results,Reach,Impressions,"Cost per result","Amount spent (USD)","Link clicks",Frequency,"Unique link clicks","Start Pledge (New)",Starts,Ends,"Reporting starts","Reporting ends"
"Giving Guide 2021 – Factual","Philanthropy (Factual)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual","7-day click or 1-day view",,,916,982,,39.858782640564,2,1.0720524017467,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Lookalikes (Factual)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual","7-day click or 1-day view",,,86,90,,8.61,,1.046511627907,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Lookalikes (Factual)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",1,85,91,8.41,8.41,1,1.0705882352941,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Lookalikes (Factual)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual","7-day click or 1-day view",,,129,130,,8.23,,1.0077519379845,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Lookalikes (Factual)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",4,277,308,5.5675,22.27,6,1.1119133574007,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Climate Change (Factual)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual","7-day click or 1-day view",,,1142,1230,,43.643946244314,6,1.077057793345,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Climate Change (Factual)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",1,1240,1315,43.104021136137,43.104021136137,4,1.0604838709677,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Climate Change (Factual)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",4,1385,1480,11.415916523355,45.663666093421,10,1.0685920577617,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Climate Change (Factual)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",5,1451,1626,13.850078886053,69.250394430267,14,1.1206064782908,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Climate Change (Factual)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",8,3789,4498,19.850996511983,158.80797209586,21,1.1871206122988,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Global Poverty (Factual)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",3,2475,2773,34.53,103.59,33,1.120404040404,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Global Poverty (Factual)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",2,589,643,9.505,19.01,4,1.0916808149406,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Global Poverty (Factual)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual","7-day click or 1-day view",,,471,484,,14.69,3,1.0276008492569,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Global Poverty (Factual)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual","7-day click or 1-day view",,,454,469,,14.98,2,1.0330396475771,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Philanthropy (Factual)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual","7-day click or 1-day view",,,817,872,,36.568883120056,6,1.0673194614443,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Global Poverty (Factual)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual","7-day click or 1-day view",,,449,472,,14.13,1,1.0512249443207,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Philanthropy (Factual)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",1,1033,1181,48.078531594539,48.078531594539,11,1.1432720232333,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Retargeting (Factual)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual","7-day click or 1-day view",,,5,10,,0.77,1,2,,,2021-12-03,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Philanthropy (Factual)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",3,1144,1235,17.68279326879,53.048379806371,7,1.0795454545455,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Philanthropy (Factual)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",8,2832,3412,18.733177854809,149.86542283847,21,1.204802259887,,1,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Animal Welfare (Factual)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",6,4096,4593,26.443201720347,158.65921032208,32,1.121337890625,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Animal Welfare (Factual)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",4,1302,1369,10.742915211486,42.971660845945,8,1.0514592933948,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Animal Welfare (Factual)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",3,1166,1210,12.850839477429,38.552518432286,5,1.0377358490566,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Animal Welfare (Factual)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual","7-day click or 1-day view",,,1082,1131,,34.093383779589,4,1.0452865064695,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Animal Welfare (Factual)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual","7-day click or 1-day view",,,1083,1124,,34.903226620101,2,1.0378578024007,,,2021-11-30,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual","Retargeting (Factual)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual","7-day click or 1-day view","On-Facebook Leads",1,3,3,0.35,0.35,1,1,,,2021-12-03,2021-12-08,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Retargeting (Factual V2)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual V2","7-day click or 1-day view",,,6,6,,0.64,,1,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Retargeting (Factual V2)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual V2","7-day click or 1-day view",,,5,7,,0.06,,1.4,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Retargeting (Factual V2)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual V2","7-day click or 1-day view",,,14,18,,1.27,1,1.2857142857143,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Animal Welfare (Factual V2)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",54,12254,14073,8.5450071538062,461.43038630553,169,1.1484413252815,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Lookalikes (Factual V2)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",16,2488,2638,5.7760850274282,92.417360438851,42,1.0602893890675,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Climate Change (Factual V2)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",76,14811,17037,6.2787939818477,477.18834262042,238,1.1502937006279,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Philanthropy (Factual V2)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",59,11369,13603,8.1754083881062,482.34909489827,191,1.1964992523529,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Climate Change (Factual V2)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",10,3937,4258,12.529778370651,125.29778370651,49,1.0815341630683,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Philanthropy (Factual V2)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",4,2248,2389,23.04582513453,92.183300538119,21,1.0627224199288,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Philanthropy (Factual V2)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",7,2295,2435,13.236635488118,92.656448416823,28,1.0610021786492,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Philanthropy (Factual V2)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",10,2540,2656,9.1045732234001,91.045732234001,32,1.0456692913386,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Climate Change (Factual V2)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",11,3397,3560,9.1575929706712,100.73352267738,39,1.0479835148661,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Climate Change (Factual V2)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",13,3156,3331,7.3199184121632,95.158939358121,36,1.0554499366286,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Climate Change (Factual V2)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",7,2910,3059,13.183058805367,92.281411637567,25,1.0512027491409,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Retargeting (Factual V2)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual V2","7-day click or 1-day view",,,1,1,,0.03,,1,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Philanthropy (Factual V2)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",18,2873,3119,6.3080791062662,113.54542391279,38,1.0856247824574,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Retargeting (Factual V2)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual V2","7-day click or 1-day view",,,3,3,,0.09,,1,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Lookalikes (Factual V2)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",73,8880,9906,4.7591994513728,347.42155995021,207,1.1155405405405,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Global Poverty (Factual V2)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",36,11075,12379,8.3228672067553,299.62321944319,103,1.1177426636569,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Animal Welfare (Factual V2)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",9,2449,2536,9.7654035911714,87.888632320543,41,1.0355247039608,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Global Poverty (Factual V2)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",11,2085,2148,5.0417500942188,55.459251036407,24,1.0302158273381,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Global Poverty (Factual V2)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",2,2270,2338,27.603512977189,55.207025954378,11,1.0299559471366,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Global Poverty (Factual V2)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",4,1990,2049,12.42965204236,49.71860816944,17,1.029648241206,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Animal Welfare (Factual V2)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",7,2413,2522,12.851111690821,89.957781835747,23,1.0451719850808,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Global Poverty (Factual V2)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",7,2024,2077,7.6416993423693,53.491895396585,18,1.026185770751,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Animal Welfare (Factual V2)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",6,2800,2899,15.78479836477,94.708790188617,29,1.0353571428571,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Animal Welfare (Factual V2)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",9,3315,3501,13.177156594396,118.59440934956,36,1.0561085972851,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Lookalikes (Factual V2)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",2,1769,1828,34.69908265339,69.398165306781,17,1.0333521763708,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Lookalikes (Factual V2)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",13,1975,2030,5.1356676559968,66.763679527958,35,1.0278481012658,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V2","Lookalikes (Factual V2)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual V2","7-day click or 1-day view","On-Facebook Leads",7,2066,2124,10.842747825171,75.899234776195,26,1.02807357212,,,2021-12-08,2021-12-20,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Lookalikes (Factual V3)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",2,1486,1552,11.69,23.38,4,1.0444145356662,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Lookalikes (Factual V3)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",13,6366,7471,8.0623076923077,104.81,27,1.1735783851712,,2,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Global Poverty (Factual V3)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",1,1042,1074,11.4,11.4,3,1.0307101727447,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Global Poverty (Factual V3)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",1,1075,1095,10.41,10.41,1,1.0186046511628,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Global Poverty (Factual V3)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",1,991,1017,9.22,9.22,3,1.0262361251261,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Philanthropy (Factual V3)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",10,10112,11824,11.936,119.36,37,1.1693037974684,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",17,6208,6550,4.3967996653751,74.745594311377,42,1.0550902061856,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Global Poverty (Factual V3)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",6,5544,6102,8.1033333333333,48.62,20,1.1006493506494,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",47,26736,33196,8.0057055675882,376.26816167665,135,1.2416217833633,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Lookalikes (Factual V3)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual V3","7-day click or 1-day view",,,1354,1417,,20.9,5,1.0465288035451,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",8,5704,5946,8.9744216878743,71.795373502994,24,1.0424263674614,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",6,6040,6464,13.327664171657,79.96598502994,29,1.0701986754967,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Animal Welfare (Factual V3)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",13,5160,5608,5.0211450368494,65.274885479042,25,1.0868217054264,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Philanthropy (Factual V3)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",4,2197,2299,6.0175,24.07,13,1.0464269458352,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Lookalikes (Factual V3)","Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",2,1485,1551,10.53,21.06,2,1.0444444444444,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Lookalikes (Factual V3)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",4,1290,1392,4.8275,19.31,6,1.0790697674419,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Retargeting (Factual V3)","Use our free guide to learn how to make a bigger impact on the causes you care about most.","Giving Guide 2021 – Factual V3","7-day click or 1-day view",,,2,2,,0.01,,1,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Global Poverty (Factual V3)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual V3","7-day click or 1-day view",,,848,870,,7.85,4,1.0259433962264,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Philanthropy (Factual V3)","Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",2,2052,2155,11.555,23.11,6,1.0501949317739,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Philanthropy (Factual V3)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual V3","7-day click or 1-day view","On-Facebook Leads",1,1953,2081,23.52,23.52,6,1.0655401945725,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Retargeting (Factual V3)","Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.","Giving Guide 2021 – Factual V3","7-day click or 1-day view",,,5,5,,0.11,,1,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
"Giving Guide 2021 – Factual V3","Retargeting (Factual V3)","Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.","Giving Guide 2021 – Factual V3","7-day click or 1-day view",,,4,4,,0.04,,1,,,2021-12-23,2022-01-04,2021-11-15,2022-01-31
