Campaign name,Ad Set Name,Age,Gender,Text,Reach,Impressions,Frequency,Result type,Results,Cost per result,Amount spent (USD),"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),"Cost per 1,000 people reached",3-second video plays,ThruPlays,Unique link clicks,Included custom audiences,Reporting starts,Reporting ends
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),35-44,male,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,58,63,1.086206897,,,,1.14,18.0952381,1,1.14,1.587301587,1,1.58730159,19.65517241,15,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),35-44,unknown,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,11,14,1.272727273,,,,0.26,18.57142857,1,0.26,7.142857143,1,7.14285714,23.63636364,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),35-44,unknown,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",5,5,1,,,,0.21,42,,,,0,0,42,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,male,Use our free guide to learn how to make a bigger impact on the causes you care about most.,45,48,1.066666667,,,,0.61,12.7053554,,,,0,0,13.55237909,6,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),35-44,female,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",118,118,1,,,,1.49,12.62711864,,,,0,0,12.62711864,24,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),35-44,male,"Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.",69,72,1.043478261,,,,1.66,23.05555556,,,,0,0,24.05797101,12,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",52,54,1.038461538,,,,0.57,10.55308208,,,,0,0,10.95896985,12,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),35-44,male,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",38,39,1.026315789,,,,0.28,7.17948718,,,,0,0,7.36842105,9,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,male,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",102,110,1.078431373,,,,1.61,14.63293391,,,,0,0,15.780615,21,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),35-44,unknown,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,5,5,1,,,,0.03,6,,,,0,0,6,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,unknown,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",9,10,1.111111111,,,,0.36,35.99156415,,,,0,0,39.99062683,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),35-44,unknown,"It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",14,15,1.071428571,,,,0.10,6.66666667,,,,0,0,7.14285714,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),35-44,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",256,324,1.265625,,,,4.65,14.35185185,3,1.55,0.925925926,5,1.54320988,18.1640625,63,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",175,192,1.097142857,,,,2.01,10.46875,1,2.01,0.520833333,2,1.04166667,11.48571429,45,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),35-44,female,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,455,487,1.07032967,On-Facebook Leads,6,1.36,8.16,16.75564682,7,1.16571429,1.437371663,19,3.90143737,17.93406593,117,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),35-44,female,"Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.",480,527,1.097916667,On-Facebook Leads,1,9.10,9.10,17.26755218,5,1.82,0.948766603,14,2.65654649,18.95833333,143,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),35-44,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,762,835,1.095800525,On-Facebook Leads,2,7.52,15.04,18.01197605,4,3.76,0.479041916,12,1.43712575,19.73753281,274,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,unknown,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",4,4,1,,,,0.05,12.49707088,,,,0,0,12.49707088,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Animal Welfare (Emotional V3),35-44,female,"It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",524,575,1.097328244,,,,9.19,15.9826087,3,3.06333333,0.52173913,8,1.39130435,17.53816794,159,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",611,639,1.045826514,,,,7.29,11.4084507,3,2.43,0.469483568,4,0.62597809,11.93126023,162,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,unknown,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",7,7,1,,,,0.20,28.56473345,1,0.19995313,14.28571429,1,14.28571429,28.56473345,6,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,unknown,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",29,33,1.137931034,,,,0.43,13.03030303,,,,0,0,14.82758621,7,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Global Poverty (Factual V3),35-44,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,132,134,1.015151515,,,,1.33,9.92537313,,,,0,0,10.07575758,36,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,unknown,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",31,35,1.129032258,,,,0.47,13.42857143,,,,2,5.71428571,15.16129032,6,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,736,784,1.065217391,On-Facebook Leads,1,8.97,8.97,11.44132653,2,4.485,0.255102041,6,0.76530612,12.1875,201,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,male,Use our free guide to learn how to make a bigger impact on the causes you care about most.,180,199,1.105555556,,,,2.09,10.50251256,1,2.09,0.502512563,2,1.00502513,11.61111111,35,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,unknown,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,106,106,1,,,,1.28,12.0754717,,,,0,0,12.0754717,28,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,female,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,2908,3747,1.288514443,On-Facebook Leads,10,4.58,45.77,12.21510542,25,1.8308,0.667200427,61,1.62796904,15.73933975,1018,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,male,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,960,1201,1.251041667,On-Facebook Leads,2,6.20,12.40,10.32472939,5,2.48,0.416319734,13,1.08243131,12.91666667,236,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,unknown,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",17,18,1.058823529,,,,0.20,11.11111111,1,0.2,5.555555556,1,5.55555556,11.76470588,5,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,female,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",738,780,1.056910569,On-Facebook Leads,1,8.57,8.57,10.98717949,4,2.1425,0.512820513,10,1.28205128,11.61246612,221,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Climate Change (Factual V3),35-44,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",205,223,1.087804878,,,,2.42,10.85201794,1,2.42,0.448430493,2,0.89686099,11.80487805,43,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,unknown,Use our free guide to learn how to make a bigger impact on the causes you care about most.,7,7,1,,,,0.03,4.28471002,,,,0,0,4.28471002,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
